Reviews,First Name,Last Name,Avg Difficulty,Avg Rating,Department,Comment,Difficulty Rating,Grade,Clarity Rating,Rating Tags
7328,John,Shareshian,3.3,5,Mathematics,"This man is the smartest human I have ever crossed paths with. I am shocked that he agreed to teach the easiest math course at WashU. If someone were to say he was the second coming of Einstein, I wouldn't even question it. He explains everything so well, and has a bomb New York accent. TAKE HIS CLASS!!",3,,5,Respected--Amazing lectures--LECTURE HEAVY
7329,John,Shareshian,3.3,5,Mathematics,"If you have already taken CalcI, this class is a breeze. That being said, if you haven't taken it, the material is harder to understand the way it is presented. You definitely have to put in the work, but Shareshian truly wants you to do well. The exams are extremely fair, testing only basic knowledge through straightforward questions (no tricks!).",2,,3,
7330,John,Shareshian,3.3,5,Mathematics,"Dr. Shareshian cares about students very much, and puts forth a lot of effort into making sure people understand the material taught. I like that he focused his class on making sure people conceptually understood the course, but there are few example used. The book is a big help.",3,,5,Respected--Caring--LECTURE HEAVY
7331,John,Shareshian,3.3,5,Mathematics,"He hasn't taught calc 1 for like ten years, so it had been a while and it was kind of obvious. His lectures weren't always clear, especially if you hadn't taken calc before. There's 3 exams and a final, webwork, and section worksheets that make up your grade. His tests are really easy, which is nice but he also wasn't like the best professor",3,,3,Tests? Not many--GRADED BY FEW THINGS
7332,John,Shareshian,3.3,5,Mathematics,"SO GOOD. Take 310 with him! His lectures are interesting, and he understands that not everyone is a math genius at WashU and actually starts from the basics and works up. He makes proofs fun and doable, and is also very helpful at his office hours. Exams aren't bad, and if you can do the HW you can  definitely do well on the exams.",3,A,5,
7333,John,Shareshian,3.3,5,Mathematics,A fantastic professor. He truly cares about the students and offers flexible office hours. He would much rather a student understand the concepts than to blatantly memorize. ,3,A,5,
7334,John,Shareshian,3.3,5,Mathematics,"Fantastic professor.  Extremely fair, demonstrates clear concern for students.  Teaches very well, explaining complex material at an accessible level.  Extremely helpful office hours.",3,A,5,
7335,John,Shareshian,3.3,5,Mathematics,"Professor Shareshian maintained a great classroom environment, and was particularly attentive to being fair on exams. He explained the material well and was great to listen to.",3,A,5,
7336,John,Shareshian,3.3,5,Mathematics,"An awesome professor who is really passionate about math. Makes you want to go to class even if you aren't a math person. Very intelligent, but really wants you to learn the material too.",3,,3,
7337,John,Shareshian,3.3,5,Mathematics,Awesome professor! You can tell he cares about his students and takes time to make sure everyone understands what he's doing. If you get him you're very lucky and should take advantage and GO TO CLASS!,4,,5,
7338,John,Shareshian,3.3,5,Mathematics,Great teacher.  Very down-to-earth and easy to understand.  Very approachable and made class interesting and easy to pay attention to.,3,,5,
7339,John,Shareshian,3.3,5,Mathematics,"He is one of the best math professors I have had!  When you listen to him talk, you can tell that he loves the material he's teaching.  He works very hard to make sure we understand the lessons",3,,5,
7340,John,Shareshian,3.3,5,Mathematics,"Absolutely great professor. Thorough and funny, he teaches you more than solving problems. So lucky I got him.",3,,5,
7341,John,Shareshian,3.3,5,Mathematics,Very thorough. Very helpful. You would be very lucky to get him for sure.,2,,5,
7342,John,Shareshian,3.3,5,Mathematics,"I have taken him for three classes including intro to higher mathematics, 310, linear algebra, 429, and most recently combinatorics, 370.",3,,5,
7343,John,Shareshian,3.3,5,Mathematics,Amazing professor who went out of his way to ensure to the students understood the material and that the grading procedures were fair. So good I chose him as my major adviser!,3,,5,
7344,John,Shareshian,3.3,5,Mathematics,"I would take anything w/Prof Shareshian. Lectures were fantastic, and he was over-the-top in trying to be fair when it came to exams. He's tough, but it is 310 - from what I hear, though, I can't imagine taking this course with anyone else. Definitely most worthwhile office hours I've ever been to as well, and he's welcoming about it as well.",4,,5,
7345,John,Shareshian,3.3,5,Mathematics,He is a professional lecturer. Every point made are crystal clear and interesting. Very helpful (yet very hard) homework. Fair grading scheme and reasonable exams. Great class!,4,,5,
7346,John,Shareshian,3.3,5,Mathematics,"This man is gorgeous. Even though the class is not fun in the least, it's worth it to go to watch his teach. I'm fairly certain 310 isn't fun with any prof though, and he seems to be one of the better ones from what I hear.",5,,2,
7347,John,Shareshian,3.3,5,Mathematics,SUPERNOVA,4,,5,
7348,Ila,Sheren,3.7,3.4,Art History,"Such a person may appear disinterested or indifferent towards their responsibilities as an art history professor, and may prioritize their own sense of humor over providing meaningful critique and guidance. This behavior may lead to a lack of respect from students and undermine the credibility of the academic institution. (This is art)",5,Not sure yet,1,
7349,Ila,Sheren,3.7,3.4,Art History,"Professor Sheren's Latinx Art class held many many pros than it did cons. While you read a lot, and participation is required, it all adds up beneficially in the end. You have one project/paper all semester, and you do it bit by bit which makes it easier. Profesor Sheren is also just a delight to talk and discuss with. Her passion shows.",2,A,5,Participation matters--Gives good feedback--Lecture heavy
7350,Ila,Sheren,3.7,3.4,Art History,"She is probably one of my favorite people, let alone professors, at WashU! To be honest, contemporary art is not really my thing, but I still enjoyed class with her immensely. She's also adapted very well to an online format! She was always easy to reach despite being remote and the assignments were really creative and fun. Would highly recommend!",3,,5,Accessible outside class--Clear grading criteria--Caring
7351,Ila,Sheren,3.7,3.4,Art History,Very caring and supportive. She gives a lot to read and requires you a good command of the readings. But she is very approachable and always willing to help. Her feedback is very detailed and constructive.,4,Rather not say,5,Gives good feedback--Respected--Get ready to read
7352,Ila,Sheren,3.7,3.4,Art History,"One of the Professors I respect the most at WashU. Learned so much in her seminar, and looking back she really taught IMAAD differently/more critically than many profs would. Lots of work and participation is required, grades fairly. Super helpful and accommodating professor and extremely knowledgable!",4,A-,5,Gives good feedback--Respected--Get ready to read
7353,Ila,Sheren,3.7,3.4,Art History,"My favorite art history prof at WashU. She makes you work to get good grades, but at the same time will work with you if you need accommodations/extensions. Lots of assigned reading that you can get away without doing, although it'll be harder to participate. I learned so much in Ila's class and recommend her if you're serious about art history.",4,A-,5,Amazing lectures--Caring--Tough grader
7354,Ila,Sheren,3.7,3.4,Art History,It is a good lecture to fall asleep except the chairs are uncomfortable.,4,B,1,Lecture heavy--So many papers
7355,Ila,Sheren,3.7,3.4,Art History,Hate her lectures. She really thinks herself hilarious but actually cold and awkward. She speaks too fast and not to the point and never fails to make you fall asleep.,4,B,1,Lecture heavy--So many papers
7356,Ila,Sheren,3.7,3.4,Art History,"She's not really a stand-out professor. Her lectures are interesting and she's engaging but she gets annoyed really easily. She has her TA's take phones from students and she's always berating the class to be quiet. Granted, it's not too difficult and you don't really need to read for class. The other teacher (Klein) is more boring but more tame",3,A-,3,LECTURE HEAVY
7357,Stephanie,Shady,4.5,3.5,Political Science,"Her class was much harder than I expected for a 200 level class. I bombed the midterm exam (got a C) but then was forced to clutch up on the final to get an A-. Her exams are pulled straight from the slides, so just study them, which I learned a little late. There's a 10 page paper you have to write over the semester, so keep that in mind. ",4,A-,3,Tough grader--Get ready to read--So many papers
